Q_edge1,P_edge1,R_edge1,Anomaly_edge1,Q_edge2,P_edge2,R_edge2,Anomaly_edge2,Q_edge3,P_edge3,R_edge3,Anomaly_edge3,Q_edge4,P_edge4,R_edge4,Anomaly_edge4,Q_edge5,P_edge5,R_edge5,Anomaly_edge5,Q_edge6,P_edge6,R_edge6,Anomaly_edge6,Q_edge7,P_edge7,R_edge7,Anomaly_edge7,time
17.49080237694725,9.556428757689245,0.7587945476302645,0,13.12037280884873,2.403950683025824,0.15227525095137953,0,22.022300234864176,7.372653200164409,0.1185260448662222,0,26.648852816008436,2.9110519961044856,0.26364247048639056,0,16.084844859190753,5.72280788469014,0.4887505167779042,0,22.237057894447588,2.2554447458683766,0.36293018368169633,0,19.12139968434072,8.066583652537123,0.2797064039425238,0,0
21.848291377240848,1.4180537144799796,0.6467903667112945,0,11.30103185970559,9.539969835279999,0.9690688297671034,0,16.092275383467413,1.8790490260574548,0.7158097238609412,0,12.440764696895577,5.456592191001432,0.13094966900369656,0,15.175599632000338,6.962700559185838,0.3805399684804699,0,20.934205586865595,2.6636900997297435,0.9726261649881027,0,28.789978831283783,9.053446153848839,0.6381099809299766,0,1
11.76985004103839,2.763845761772307,0.14070456001948425,0,17.77354579378964,3.442141285965063,0.8458637582367364,0,15.618690193747614,5.884264748424236,0.2268318024772864,0,11.491012873595416,9.881982429404655,0.7950202923669917,0,10.110442342472048,8.339152856093508,0.7361716094628554,0,25.425406933718914,1.6664018656068134,0.42261915568984537,0,16.174440667460125,10.989204072912159,0.3978082223673843,1,2
24.59212356676128,6.738017242196918,0.8984914683186939,0,12.391884918766035,7.419203085006955,0.7847065437552078,0,25.41934359909122,5.444160367279517,0.5704595464437947,0,10.508382534881903,1.97102284293974,0.12828626711806082,0,16.287119621526532,5.577136220482325,0.9168098265334838,0,10.686537878301037,12.328700186097784,0.3059183489424602,1,28.59395304685146,8.273083416079754,0.6700633808593811,0,3
26.07344153798229,2.6791305299743224,0.90330309864098,0,26.14880310328125,9.06482169931144,0.3862031274746775,0,14.558703250838834,4.843970097636307,0.8362132893302439,0,10.139042610623815,5.596725723198092,0.4756699028339011,0,12.397307346673657,4.038536542632651,0.9486187335212672,0,20.37581243486732,7.3271706300566,0.4272666421413646,0,29.248945898842223,3.2660406624282774,0.547523655303147,0,4
15.696809887549353,1.3319825261907952,0.6486079005819072,0,11.029575024999787,3.507818178129503,0.9174392973699883,0,12.897897441824462,5.405074842498067,0.9870854086995406,0,23.442710948117572,7.854576537958458,0.3138737895931597,0,17.355662654385064,6.690752475342215,0.6701767396848053,0,11.805795401088165,8.517722460303142,0.38870205847456224,0,7.069314592093673,10.192559019159086,0.7098079256580542,1,5
22.903455808188998,2.569297861044923,0.7218439642922194,0,28.73459977473469,2.2376884973139393,0.40695971594523267,0,28.493872365571256,8.896054180428829,0.33214746494364006,0,26.344444004024318,5.996807304395161,0.5766855205204059,0,11.862055356117985,9.074941821579941,0.9103762514469974,0,16.780595820974014,4.142886171513948,0.7533601109832154,0,15.216022213203575,15.631018935512408,0.677828481538859,1,6
22.1285811931918,1.0827734645496667,0.1913243885794289,0,10.101231676924375,2.4472724627574878,0.5938604104299275,0,23.03922519005201,3.018423785145038,0.7409612992127823,0,16.507993963185356,7.718422646062217,0.6846696091424932,0,23.15225784600687,6.114777430019244,0.18430729104528323,0,15.304047353634509,3.195906790411752,0.9757094992772011,0,27.840931103542268,6.680247633975366,0.8153301731874836,0,7
21.53807769252718,5.432659244369775,0.27571868901824004,0,15.615447248817116,1.2188436978830846,0.680925066316451,0,28.809171687058285,9.585357193023286,0.9233779511984037,0,10.309132330577349,9.354867063289529,0.48536573348558293,0,29.272399541785056,8.677085099206241,0.36500400286262713,0,27.022733430337137,3.852298046406499,0.25254347201748323,0,19.661021130212177,14.492410590098318,0.6130550530804285,1,8
12.80168030473048,5.664966871273631,0.8896357647351599,0,23.94031481990536,7.322356755883983,0.4235420360977797,0,26.187223109570272,8.291020552112627,0.8803650867220933,0,20.226847977218757,5.513646652184796,0.8184656610700977,0,24.039337545154066,8.16213402492491,0.9010048076358097,0,11.201847651157795,3.26957308456878,0.6204521268965566,1,11.747468171178902,10.614001088298846,0.1274502249451445,1,9
12.541210253037695,5.700189340493239,0.7929941977887498,0,22.457809516380006,1.768127184943912,0.14651354905174693,0,20.81270243220213,6.736869113483859,0.7534822003503954,0,20.326006966023908,3.9066082564712135,0.8156675752918333,0,18.779428414112722,1.7061074320803935,0.12281566907391177,0,26.719602410244118,7.263767854843282,0.4680576499728429,0,13.128740853421721,3.252186083481358,0.5943039982355084,0,10
23.203947534354626,3.5194050725134858,0.9593787525968747,0,21.087081050228015,6.5054867161091705,0.47764005618501093,0,17.119453573025233,7.820614994179322,0.11295413976678029,0,10.920052840435055,1.3665592208707311,0.8699145256099066,0,19.483476581746505,1.8805074458590134,0.5424542876051491,0,13.464037398200304,4.904664843141758,0.4586542609576361,0,22.701873017352877,1.4077360879484007,0.4371513531638241,0,11
20.062725171601755,8.7084085706949,0.6928242684570505,0,11.411374948008596,6.78177350385684,0.12386017948745964,0,28.80460482849915,6.179267600882911,0.44935293358586975,0,19.165057809830333,5.910551103843415,0.9473183278988727,0,15.495440826161516,13.805581716213226,0.2762120213103668,1,11.888859215118568,7.147060960747211,0.1640697836142061,0,26.89750621938909,1.209447421622433,0.8330216343300423,0,12
12.363296552433125,7.270634488277356,0.6660485621018956,0,24.701420876077716,8.231328373463636,0.3538311153141758,0,25.012295032817168,8.261512653405376,0.991454627800606,0,17.440361715855662,7.987716646677971,0.4067231862277161,0,27.168255036860238,4.860946246375165,0.7757839610123477,0,12.062477376718652,9.1229761601161,0.5547271352030715,0,12.655244781563663,14.003078950905707,0.4502815108607468,1,13
16.3862727518083,9.550557703457244,0.9555464322438005,0,22.636744243395984,5.036009697804878,0.3638896945282581,0,23.450369121540767,7.77137076493912,0.8124211393532637,0,11.824122060973806,5.449782742323233,0.15180288401497985,0,18.83061002746754,8.989337644824698,0.41582351129687084,0,12.859833641056717,7.85359568545725,0.656396256984635,0,11.682136122299948,7.30872218313208,0.16548670572777419,0,14
24.124844543129925,1.7321390257770979,0.17635394267667273,0,17.485415915122406,4.335779323602019,0.8315196105317524,0,21.789057501117714,13.842910737244402,0.4386336269778242,1,18.484440184939526,9.157189465852625,0.20007773407553622,0,10.227072895348382,5.217945777947136,0.15067294811365362,0,12.350524935542097,6.842892719044572,0.771440391338881,0,29.243450969490837,4.373835215713337,0.3571408776536747,0,15
14.471916770389052,9.669002854965502,0.11093902722083471,0,10.863198239011522,9.02028802328264,0.5749309981776699,0,11.475931294707976,5.984688559611887,0.9723722820571891,0,22.58797276270525,7.261738200861554,0.5090869582909959,0,21.686286238462003,9.110422094418901,0.1409017423073121,0,29.008229681531176,9.012374055018247,0.5100910775071417,0,15.547623659622653,2.6930904375138516,0.517328564445984,0,16
21.67312223701744,1.6996117326848634,0.9769553268995499,0,23.963234280394904,5.824867297097083,0.37857485465769497,0,23.694623451077586,2.463552454104022,0.9198344660444583,0,28.99599826583848,7.531475575495239,0.6520736763422109,0,17.563503565533335,16.756098540016342,0.14069680309557048,1,29.74552258629889,2.3537520199317536,0.6347176438169216,0,29.398287956292066,8.579070308221379,0.8544958342400241,0,17
18.296390046753302,3.4606636473763563,0.1507379469858344,0,26.258020182601552,9.997459059575176,0.9969731533665148,0,25.37974830361021,9.502891568941852,0.8646826516096704,0,19.01088270620187,2.162434736363455,0.9586459245328501,0,14.572856110069255,7.045306159652711,0.6563154164121062,0,12.27115184399258,7.044158760335196,0.568276930813414,0,20.403270022239866,8.66963350286686,0.596716154897037,0,18
20.003910567731193,8.383452710279693,0.22061370560557667,1,14.573610000030158,5.23531598872884,0.2227343280280928,1,17.844880901994646,4.937274298213562,0.9137428250443737,0,20.279789783196215,8.052877114670288,0.45688850408914317,0,27.247274174934905,9.54568561291878,0.23236613283613416,0,19.842325861590766,3.324199494690625,0.5132221806144351,0,19.85236187985739,3.958764492587574,0.6700607688850532,0,19
11.517266562173278,2.159917497195843,0.2152412550619952,0,12.776543452988204,6.767872703228932,0.26369207595923033,0,27.935768198120236,5.265654762365851,0.7008019646689245,0,13.845780376173416,1.3678175463983098,0.2520415567649481,0,13.540209685534936,1.7983228038135004,0.20857228399054073,0,14.12667436811585,4.278428749432679,0.5530755437693712,0,8.219910740929803,16.06517396427857,0.665110350541817,1,20
11.221559197097275,3.4918988333248335,0.8255811518137552,0,13.690420387127546,2.8841439100303927,0.4334248925122438,0,22.36509543060592,4.320222756127952,0.5162812445198331,0,10.733664057811957,3.2719324990961867,0.7420146272960972,0,20.233548842313322,5.789021367387841,0.19645481020579844,0,20.652345329100463,3.1822345327125667,0.34231890785444286,0,10.401423955554527,3.8987124902486046,0.2903032062968902,0,21
